datetime,PM2.5,PM10,NO2,CO,station
2014-03-15 07:00:00,70.0,186.0,82.0,2100.0,Wanshouxigong
2014-03-15 08:00:00,73.0,193.0,79.0,1800.0,Wanshouxigong
2014-03-15 09:00:00,89.0,233.0,80.0,1700.0,Wanshouxigong
2014-03-15 10:00:00,92.0,238.0,86.0,1700.0,Wanshouxigong
2014-03-15 11:00:00,92.0,238.0,86.0,1700.0,Wanshouxigong
2014-03-15 12:00:00,93.0,192.0,90.0,1500.0,Wanshouxigong
2014-03-15 13:00:00,107.0,207.0,103.0,1600.0,Wanshouxigong
2014-03-15 14:00:00,114.0,200.0,120.0,1700.0,Wanshouxigong
2014-03-15 15:00:00,130.0,259.0,121.0,1700.0,Wanshouxigong
2014-03-15 16:00:00,133.0,272.0,117.0,1400.0,Wanshouxigong
2014-03-15 17:00:00,119.0,250.0,82.0,1100.0,Wanshouxigong
2014-03-15 18:00:00,89.0,148.0,72.0,1000.0,Wanshouxigong
2014-03-15 19:00:00,99.0,231.0,114.0,1600.0,Wanshouxigong
2014-03-15 20:00:00,116.0,285.0,151.0,2100.0,Wanshouxigong
2014-03-15 21:00:00,147.0,344.0,152.0,2800.0,Wanshouxigong
2014-03-15 22:00:00,183.0,399.0,139.0,2100.0,Wanshouxigong
2014-03-15 23:00:00,190.0,393.0,143.0,2400.0,Wanshouxigong
2014-03-16 00:00:00,182.0,376.0,133.0,2700.0,Wanshouxigong
2014-03-16 01:00:00,176.0,345.0,120.0,3500.0,Wanshouxigong
2014-03-16 02:00:00,144.0,137.0,107.0,3900.0,Wanshouxigong
2014-03-16 03:00:00,117.0,149.0,106.0,3800.0,Wanshouxigong
2014-03-16 04:00:00,120.0,201.0,106.0,4100.0,Wanshouxigong
2014-03-16 05:00:00,117.0,196.0,107.0,4200.0,Wanshouxigong
2014-03-16 06:00:00,103.0,167.0,101.0,3700.0,Wanshouxigong
2014-03-16 07:00:00,90.0,136.0,87.0,3000.0,Wanshouxigong
2014-03-16 08:00:00,63.0,128.0,73.0,2400.0,Wanshouxigong
2014-03-16 09:00:00,52.0,135.0,67.0,2000.0,Wanshouxigong
2014-03-16 10:00:00,54.0,133.0,57.0,1700.0,Wanshouxigong
2014-03-16 11:00:00,59.0,162.0,49.0,1800.0,Wanshouxigong
2014-03-16 12:00:00,64.0,193.0,43.0,1700.0,Wanshouxigong
2014-03-16 13:00:00,72.0,209.0,44.0,1600.0,Wanshouxigong
2014-03-16 14:00:00,89.0,258.0,50.0,1700.0,Wanshouxigong
2014-03-16 15:00:00,96.0,310.0,44.0,1500.0,Wanshouxigong
2014-03-16 16:00:00,128.0,328.0,41.0,1400.0,Wanshouxigong
2014-03-16 17:00:00,121.0,309.0,38.0,1100.0,Wanshouxigong
2014-03-16 18:00:00,130.0,299.0,50.0,1300.0,Wanshouxigong
2014-03-16 19:00:00,142.0,291.0,55.0,1300.0,Wanshouxigong
2014-03-16 20:00:00,149.0,296.0,63.0,1300.0,Wanshouxigong
2014-03-16 21:00:00,153.0,302.0,64.0,1500.0,Wanshouxigong
2014-03-16 22:00:00,143.0,292.0,62.0,1400.0,Wanshouxigong
2014-03-16 23:00:00,135.0,269.0,55.0,1400.0,Wanshouxigong
2014-03-17 00:00:00,133.0,241.0,52.0,1500.0,Wanshouxigong
2014-03-17 01:00:00,138.0,212.0,54.0,1700.0,Wanshouxigong
2014-03-17 02:00:00,138.0,192.0,58.0,1800.0,Wanshouxigong
2014-03-17 03:00:00,129.0,196.0,69.0,1900.0,Wanshouxigong
2014-03-17 04:00:00,125.0,196.0,75.0,2300.0,Wanshouxigong
2014-03-17 05:00:00,130.0,197.0,90.0,2400.0,Wanshouxigong
2014-03-17 06:00:00,135.0,217.0,98.0,2400.0,Wanshouxigong
2014-03-17 07:00:00,146.0,264.0,102.0,2800.0,Wanshouxigong
2014-03-17 08:00:00,150.0,312.0,110.0,3200.0,Wanshouxigong
2014-03-17 09:00:00,167.0,748.0,103.0,2300.0,Wanshouxigong
2014-03-17 10:00:00,157.0,659.5,65.0,1200.0,Wanshouxigong
2014-03-17 11:00:00,67.0,571.0,22.0,400.0,Wanshouxigong
2014-03-17 12:00:00,37.0,318.0,16.0,400.0,Wanshouxigong
2014-03-17 13:00:00,26.0,237.0,21.0,400.0,Wanshouxigong
2014-03-17 14:00:00,20.0,247.0,15.0,300.0,Wanshouxigong
2014-03-17 15:00:00,22.0,270.0,8.0,300.0,Wanshouxigong
2014-03-17 16:00:00,29.0,187.0,8.0,300.0,Wanshouxigong
2014-03-17 17:00:00,17.0,231.0,10.0,300.0,Wanshouxigong
2014-03-17 18:00:00,20.0,232.0,15.0,400.0,Wanshouxigong
2014-03-17 19:00:00,20.0,214.0,26.0,400.0,Wanshouxigong
2014-03-17 20:00:00,19.0,165.0,28.0,400.0,Wanshouxigong
2014-03-17 21:00:00,14.0,134.0,28.0,500.0,Wanshouxigong
2014-03-17 22:00:00,16.0,98.0,30.0,500.0,Wanshouxigong
2014-03-17 23:00:00,18.0,72.0,28.0,400.0,Wanshouxigong
2014-03-18 00:00:00,19.0,66.0,20.0,400.0,Wanshouxigong
2014-03-18 01:00:00,14.0,60.0,18.0,400.0,Wanshouxigong
2014-03-18 02:00:00,15.0,77.0,22.0,500.0,Wanshouxigong
2014-03-18 03:00:00,20.0,80.0,40.0,400.0,Wanshouxigong
2014-03-18 04:00:00,12.0,39.0,40.0,300.0,Wanshouxigong
2014-03-18 05:00:00,12.0,52.0,16.0,200.0,Wanshouxigong
2014-03-18 06:00:00,10.0,56.0,22.0,300.0,Wanshouxigong
2014-03-18 07:00:00,13.0,69.0,35.0,400.0,Wanshouxigong
2014-03-18 08:00:00,14.0,87.0,56.0,600.0,Wanshouxigong
2014-03-18 09:00:00,15.0,66.0,36.0,400.0,Wanshouxigong
2014-03-18 10:00:00,12.0,53.0,30.0,400.0,Wanshouxigong
2014-03-18 11:00:00,26.0,125.0,29.0,500.0,Wanshouxigong
2014-03-18 12:00:00,50.0,270.0,32.0,900.0,Wanshouxigong
2014-03-18 13:00:00,56.0,282.0,30.0,1000.0,Wanshouxigong
2014-03-18 14:00:00,59.0,316.0,32.0,1100.0,Wanshouxigong
2014-03-18 15:00:00,64.0,333.0,34.0,1200.0,Wanshouxigong
2014-03-18 16:00:00,62.0,312.0,30.0,900.0,Wanshouxigong
2014-03-18 17:00:00,54.0,274.0,31.0,700.0,Wanshouxigong
2014-03-18 18:00:00,52.0,211.0,28.0,600.0,Wanshouxigong
2014-03-18 19:00:00,47.0,106.0,30.0,600.0,Wanshouxigong
2014-03-18 20:00:00,46.0,90.0,29.0,700.0,Wanshouxigong
2014-03-18 21:00:00,46.0,62.0,38.0,900.0,Wanshouxigong
2014-03-18 22:00:00,33.0,31.0,29.0,500.0,Wanshouxigong
2014-03-18 23:00:00,36.0,80.0,36.0,700.0,Wanshouxigong
2014-03-19 00:00:00,35.0,49.0,36.0,700.0,Wanshouxigong
2014-03-19 01:00:00,39.0,63.0,45.0,700.0,Wanshouxigong
2014-03-19 02:00:00,44.0,85.0,37.0,700.0,Wanshouxigong
2014-03-19 03:00:00,53.0,117.0,40.0,900.0,Wanshouxigong
2014-03-19 04:00:00,64.0,110.0,47.0,900.0,Wanshouxigong
2014-03-19 05:00:00,71.0,141.0,55.0,1100.0,Wanshouxigong
2014-03-19 06:00:00,55.0,157.0,62.0,1000.0,Wanshouxigong
2014-03-19 07:00:00,61.0,141.0,58.0,1000.0,Wanshouxigong
2014-03-19 08:00:00,46.0,128.0,63.0,1000.0,Wanshouxigong
2014-03-19 09:00:00,48.0,108.0,60.0,1000.0,Wanshouxigong
2014-03-19 10:00:00,49.0,63.0,51.0,800.0,Wanshouxigong
2014-03-19 11:00:00,45.0,83.0,48.0,700.0,Wanshouxigong
2014-03-19 12:00:00,41.0,59.0,40.0,600.0,Wanshouxigong
2014-03-19 13:00:00,53.0,60.0,57.0,800.0,Wanshouxigong
2014-03-19 14:00:00,65.0,114.0,57.0,1000.0,Wanshouxigong
2014-03-19 15:00:00,68.0,192.0,40.0,800.0,Wanshouxigong
2014-03-19 16:00:00,57.0,129.0,31.0,700.0,Wanshouxigong
2014-03-19 17:00:00,55.0,97.0,42.0,800.0,Wanshouxigong
2014-03-19 18:00:00,52.0,128.0,40.0,800.0,Wanshouxigong
2014-03-19 19:00:00,51.0,118.0,62.0,900.0,Wanshouxigong
2014-03-19 20:00:00,41.0,5.0,57.0,700.0,Wanshouxigong
2014-03-19 21:00:00,15.0,5.0,7.0,300.0,Wanshouxigong
2014-03-19 22:00:00,12.0,59.0,5.0,300.0,Wanshouxigong
2014-03-19 23:00:00,13.0,152.0,2.0,200.0,Wanshouxigong
2014-03-20 00:00:00,15.0,74.0,2.0,200.0,Wanshouxigong
2014-03-20 01:00:00,17.0,8.0,2.0,200.0,Wanshouxigong
2014-03-20 02:00:00,9.0,5.0,4.0,200.0,Wanshouxigong
2014-03-20 03:00:00,3.0,7.0,10.0,200.0,Wanshouxigong
2014-03-20 04:00:00,3.0,7.0,10.0,300.0,Wanshouxigong
2014-03-20 05:00:00,5.0,21.0,11.0,300.0,Wanshouxigong
2014-03-20 06:00:00,4.0,28.0,14.0,300.0,Wanshouxigong
2014-03-20 07:00:00,8.0,42.0,22.0,300.0,Wanshouxigong
2014-03-20 08:00:00,8.0,36.0,33.0,500.0,Wanshouxigong
2014-03-20 09:00:00,7.0,26.0,16.0,400.0,Wanshouxigong
2014-03-20 10:00:00,6.0,33.0,7.0,300.0,Wanshouxigong
2014-03-20 11:00:00,11.0,26.0,4.0,300.0,Wanshouxigong
2014-03-20 12:00:00,8.0,20.0,2.0,300.0,Wanshouxigong
2014-03-20 13:00:00,12.0,22.0,2.0,300.0,Wanshouxigong
2014-03-20 14:00:00,14.0,36.0,2.0,300.0,Wanshouxigong
2014-03-20 15:00:00,16.0,27.0,2.0,300.0,Wanshouxigong
2014-03-20 16:00:00,5.0,29.0,2.0,300.0,Wanshouxigong
2014-03-20 17:00:00,4.0,44.0,3.0,300.0,Wanshouxigong
2014-03-20 18:00:00,4.0,32.0,8.0,300.0,Wanshouxigong
2014-03-20 19:00:00,9.0,55.0,31.0,400.0,Wanshouxigong
2014-03-20 20:00:00,13.0,95.0,67.0,600.0,Wanshouxigong
2014-03-20 21:00:00,36.0,127.0,44.0,500.0,Wanshouxigong
2014-03-20 22:00:00,39.0,136.0,75.0,700.0,Wanshouxigong
2014-03-20 23:00:00,32.0,44.0,75.0,800.0,Wanshouxigong
2014-03-21 00:00:00,8.0,5.0,31.0,400.0,Wanshouxigong
2014-03-21 01:00:00,10.0,11.0,29.0,400.0,Wanshouxigong
2014-03-21 02:00:00,11.0,22.0,30.0,300.0,Wanshouxigong
2014-03-21 03:00:00,9.0,32.0,28.0,300.0,Wanshouxigong
2014-03-21 04:00:00,10.0,46.0,30.0,400.0,Wanshouxigong
2014-03-21 05:00:00,18.0,104.0,71.0,900.0,Wanshouxigong
2014-03-21 06:00:00,17.0,80.0,66.0,800.0,Wanshouxigong
2014-03-21 07:00:00,39.0,172.0,79.0,1800.0,Wanshouxigong
2014-03-21 08:00:00,59.0,208.0,88.0,2400.0,Wanshouxigong
2014-03-21 09:00:00,31.0,48.0,76.0,1300.0,Wanshouxigong
2014-03-21 10:00:00,34.0,53.0,72.0,900.0,Wanshouxigong
2014-03-21 11:00:00,28.0,39.0,40.0,500.0,Wanshouxigong
2014-03-21 12:00:00,23.0,29.0,25.0,400.0,Wanshouxigong
2014-03-21 13:00:00,17.0,20.0,9.0,300.0,Wanshouxigong
2014-03-21 14:00:00,19.0,28.0,7.0,300.0,Wanshouxigong
2014-03-21 15:00:00,17.0,57.0,7.0,300.0,Wanshouxigong
2014-03-21 16:00:00,16.0,67.0,7.0,300.0,Wanshouxigong
2014-03-21 17:00:00,24.0,85.0,17.0,400.0,Wanshouxigong
2014-03-21 18:00:00,34.0,125.0,29.0,400.0,Wanshouxigong
2014-03-21 19:00:00,37.0,152.0,47.0,500.0,Wanshouxigong
2014-03-21 20:00:00,45.0,198.0,52.0,600.0,Wanshouxigong
2014-03-21 21:00:00,53.0,186.0,60.0,700.0,Wanshouxigong
2014-03-21 22:00:00,60.0,190.0,65.0,700.0,Wanshouxigong
2014-03-21 23:00:00,65.0,195.0,67.0,800.0,Wanshouxigong
2014-03-22 00:00:00,71.0,204.0,85.0,900.0,Wanshouxigong
2014-03-22 01:00:00,70.0,208.0,84.0,800.0,Wanshouxigong
2014-03-22 02:00:00,69.0,219.0,85.0,900.0,Wanshouxigong
2014-03-22 03:00:00,62.0,211.0,82.0,1000.0,Wanshouxigong
2014-03-22 04:00:00,63.0,173.0,82.0,800.0,Wanshouxigong
2014-03-22 05:00:00,62.0,194.0,83.0,1000.0,Wanshouxigong
2014-03-22 06:00:00,61.0,186.0,83.0,1100.0,Wanshouxigong
2014-03-22 07:00:00,71.0,208.0,83.0,1500.0,Wanshouxigong
2014-03-22 08:00:00,78.0,244.0,91.0,2100.0,Wanshouxigong
2014-03-22 09:00:00,91.0,194.0,109.0,2000.0,Wanshouxigong
2014-03-22 10:00:00,57.0,5.0,87.0,1200.0,Wanshouxigong
2014-03-22 11:00:00,42.0,5.0,63.0,900.0,Wanshouxigong
2014-03-22 12:00:00,38.0,25.0,34.0,600.0,Wanshouxigong
2014-03-22 13:00:00,31.0,6.0,18.0,400.0,Wanshouxigong
2014-03-22 14:00:00,18.0,5.0,7.0,300.0,Wanshouxigong
2014-03-22 15:00:00,14.0,19.0,9.0,300.0,Wanshouxigong
2014-03-22 16:00:00,19.0,57.0,11.0,300.0,Wanshouxigong
2014-03-22 17:00:00,17.0,57.0,8.0,200.0,Wanshouxigong
2014-03-22 18:00:00,10.0,23.0,9.0,200.0,Wanshouxigong
2014-03-22 19:00:00,19.0,105.0,35.0,500.0,Wanshouxigong
2014-03-22 20:00:00,39.0,166.0,77.0,1000.0,Wanshouxigong
2014-03-22 21:00:00,49.0,164.0,99.0,1200.0,Wanshouxigong
2014-03-22 22:00:00,109.0,550.0,65.0,1800.0,Wanshouxigong
2014-03-22 23:00:00,146.0,445.0,70.0,2000.0,Wanshouxigong
2014-03-23 00:00:00,113.0,192.0,53.0,1500.0,Wanshouxigong
2014-03-23 01:00:00,89.0,164.0,52.0,1200.0,Wanshouxigong
2014-03-23 02:00:00,78.0,147.0,61.0,1200.0,Wanshouxigong
2014-03-23 03:00:00,84.0,133.0,74.0,1200.0,Wanshouxigong
2014-03-23 04:00:00,85.0,162.0,100.0,1300.0,Wanshouxigong
2014-03-23 05:00:00,97.0,194.0,91.0,1400.0,Wanshouxigong
2014-03-23 06:00:00,110.0,225.0,83.0,1600.0,Wanshouxigong
2014-03-23 07:00:00,108.0,178.0,110.0,2000.0,Wanshouxigong
2014-03-23 08:00:00,112.0,285.0,114.0,2300.0,Wanshouxigong
2014-03-23 09:00:00,140.0,267.0,120.0,2200.0,Wanshouxigong
2014-03-23 10:00:00,154.0,270.0,117.0,2300.0,Wanshouxigong
2014-03-23 11:00:00,155.0,196.0,101.0,1900.0,Wanshouxigong
2014-03-23 12:00:00,133.0,155.0,83.0,1500.0,Wanshouxigong
2014-03-23 13:00:00,141.0,176.0,52.0,1400.0,Wanshouxigong
2014-03-23 14:00:00,144.0,187.0,35.0,1200.0,Wanshouxigong
2014-03-23 15:00:00,155.0,227.0,33.0,1300.0,Wanshouxigong
2014-03-23 16:00:00,161.0,243.0,36.0,1400.0,Wanshouxigong
2014-03-23 17:00:00,157.0,257.0,40.0,1500.0,Wanshouxigong
2014-03-23 18:00:00,146.0,216.0,48.0,1400.0,Wanshouxigong
2014-03-23 19:00:00,114.0,116.0,49.0,1000.0,Wanshouxigong
2014-03-23 20:00:00,119.0,181.0,60.0,1000.0,Wanshouxigong
2014-03-23 21:00:00,147.0,272.0,97.0,1300.0,Wanshouxigong
2014-03-23 22:00:00,203.0,375.0,87.0,2000.0,Wanshouxigong
2014-03-23 23:00:00,228.0,348.0,88.0,2200.0,Wanshouxigong
2014-03-24 00:00:00,229.0,304.0,93.0,2200.0,Wanshouxigong
2014-03-24 01:00:00,235.0,293.0,98.0,2600.0,Wanshouxigong
2014-03-24 02:00:00,232.0,286.0,133.0,3100.0,Wanshouxigong
2014-03-24 03:00:00,236.0,288.0,126.0,2800.0,Wanshouxigong
2014-03-24 04:00:00,235.0,310.0,126.0,2700.0,Wanshouxigong
2014-03-24 05:00:00,246.0,309.0,113.0,2500.0,Wanshouxigong
2014-03-24 06:00:00,242.0,295.0,122.0,2400.0,Wanshouxigong
2014-03-24 07:00:00,242.0,322.0,119.0,2300.0,Wanshouxigong
2014-03-24 08:00:00,244.0,334.0,118.0,2400.0,Wanshouxigong
2014-03-24 09:00:00,255.0,348.0,109.0,2400.0,Wanshouxigong
2014-03-24 10:00:00,269.0,348.0,111.0,2400.0,Wanshouxigong
2014-03-24 11:00:00,265.0,331.0,110.0,2400.0,Wanshouxigong
2014-03-24 12:00:00,271.0,340.0,120.0,2400.0,Wanshouxigong
2014-03-24 13:00:00,249.0,320.0,122.0,2200.0,Wanshouxigong
2014-03-24 14:00:00,256.0,330.0,130.0,2200.0,Wanshouxigong
2014-03-24 15:00:00,232.0,272.0,95.0,1800.0,Wanshouxigong
2014-03-24 16:00:00,156.0,168.0,54.0,1300.0,Wanshouxigong
2014-03-24 17:00:00,152.0,176.0,47.0,1200.0,Wanshouxigong
2014-03-24 18:00:00,172.0,274.0,64.0,1400.0,Wanshouxigong
2014-03-24 19:00:00,182.0,289.0,99.0,1600.0,Wanshouxigong
2014-03-24 20:00:00,186.0,317.0,121.0,1700.0,Wanshouxigong
2014-03-24 21:00:00,232.0,379.0,124.0,1800.0,Wanshouxigong
2014-03-24 22:00:00,244.0,379.0,137.0,1900.0,Wanshouxigong
2014-03-24 23:00:00,253.0,351.0,161.0,2400.0,Wanshouxigong
2014-03-25 00:00:00,260.0,344.0,164.0,2600.0,Wanshouxigong
2014-03-25 01:00:00,272.0,355.0,160.0,2800.0,Wanshouxigong
2014-03-25 02:00:00,268.0,345.0,152.0,3000.0,Wanshouxigong
2014-03-25 03:00:00,253.0,308.0,159.0,2900.0,Wanshouxigong
2014-03-25 04:00:00,261.0,290.0,162.0,2600.0,Wanshouxigong
2014-03-25 05:00:00,245.0,265.0,140.0,2200.0,Wanshouxigong
2014-03-25 06:00:00,196.0,237.0,118.0,1900.0,Wanshouxigong
2014-03-25 07:00:00,219.0,240.0,104.0,1800.0,Wanshouxigong
2014-03-25 08:00:00,221.0,263.0,111.0,2000.0,Wanshouxigong
2014-03-25 09:00:00,230.0,306.0,119.0,2100.0,Wanshouxigong
2014-03-25 10:00:00,233.0,320.0,122.0,2100.0,Wanshouxigong
2014-03-25 11:00:00,229.0,256.0,95.0,1800.0,Wanshouxigong
2014-03-25 12:00:00,229.0,264.0,78.0,1700.0,Wanshouxigong
2014-03-25 13:00:00,241.0,301.0,90.0,1800.0,Wanshouxigong
2014-03-25 14:00:00,232.0,297.0,75.0,1600.0,Wanshouxigong
2014-03-25 15:00:00,220.0,280.0,78.0,1500.0,Wanshouxigong
2014-03-25 16:00:00,202.0,275.0,66.0,1400.0,Wanshouxigong
2014-03-25 17:00:00,169.0,246.0,51.0,1100.0,Wanshouxigong
2014-03-25 18:00:00,170.0,253.0,60.0,1200.0,Wanshouxigong
2014-03-25 19:00:00,184.0,316.0,96.0,1400.0,Wanshouxigong
2014-03-25 20:00:00,145.0,233.0,93.0,1200.0,Wanshouxigong
2014-03-25 21:00:00,145.0,226.0,91.0,1200.0,Wanshouxigong
2014-03-25 22:00:00,145.0,226.0,91.0,1200.0,Wanshouxigong
2014-03-25 23:00:00,180.0,283.0,116.0,1400.0,Wanshouxigong
2014-03-26 00:00:00,183.0,259.0,129.0,1700.0,Wanshouxigong
2014-03-26 01:00:00,191.0,246.0,141.0,2300.0,Wanshouxigong
2014-03-26 02:00:00,204.0,273.0,133.0,2000.0,Wanshouxigong
2014-03-26 03:00:00,211.0,283.0,127.0,1900.0,Wanshouxigong
2014-03-26 04:00:00,216.0,270.0,127.0,1900.0,Wanshouxigong
2014-03-26 05:00:00,212.0,284.0,121.0,1900.0,Wanshouxigong
2014-03-26 06:00:00,216.0,281.0,117.0,1800.0,Wanshouxigong
2014-03-26 07:00:00,185.0,217.0,140.0,2300.0,Wanshouxigong
2014-03-26 08:00:00,259.0,348.0,150.0,2400.0,Wanshouxigong
2014-03-26 09:00:00,272.0,484.0,152.0,2500.0,Wanshouxigong
2014-03-26 10:00:00,298.0,519.0,149.0,2500.0,Wanshouxigong
2014-03-26 11:00:00,314.0,502.0,128.0,2300.0,Wanshouxigong
2014-03-26 12:00:00,308.0,425.0,111.0,2000.0,Wanshouxigong
2014-03-26 13:00:00,326.0,395.0,158.0,2300.0,Wanshouxigong
2014-03-26 14:00:00,328.0,359.0,157.0,2000.0,Wanshouxigong
2014-03-26 15:00:00,281.0,327.0,69.0,1700.0,Wanshouxigong
2014-03-26 16:00:00,256.0,358.0,43.0,1800.0,Wanshouxigong
2014-03-26 17:00:00,295.0,428.0,60.0,2000.0,Wanshouxigong
2014-03-26 18:00:00,316.0,484.0,77.0,2000.0,Wanshouxigong
2014-03-26 19:00:00,348.0,514.0,99.0,2200.0,Wanshouxigong
2014-03-26 20:00:00,365.0,516.0,108.0,2500.0,Wanshouxigong
2014-03-26 21:00:00,373.0,481.0,161.0,3400.0,Wanshouxigong
2014-03-26 22:00:00,375.0,463.0,176.0,3100.0,Wanshouxigong
2014-03-26 23:00:00,381.0,450.0,172.0,3100.0,Wanshouxigong
2014-03-27 00:00:00,383.0,444.0,168.0,3300.0,Wanshouxigong
2014-03-27 01:00:00,376.0,431.0,159.0,3300.0,Wanshouxigong
2014-03-27 02:00:00,323.0,404.0,179.0,3300.0,Wanshouxigong
2014-03-27 03:00:00,394.0,450.0,178.0,3000.0,Wanshouxigong
2014-03-27 04:00:00,382.0,432.0,170.0,2900.0,Wanshouxigong
2014-03-27 05:00:00,361.0,388.0,160.0,2700.0,Wanshouxigong
2014-03-27 06:00:00,299.0,359.0,151.0,2300.0,Wanshouxigong
2014-03-27 07:00:00,347.0,418.0,152.0,2300.0,Wanshouxigong
2014-03-27 08:00:00,342.0,477.0,151.0,2600.0,Wanshouxigong
2014-03-27 09:00:00,313.0,475.0,141.0,2700.0,Wanshouxigong
2014-03-27 10:00:00,302.0,475.0,125.0,2700.0,Wanshouxigong
2014-03-27 11:00:00,308.0,448.0,119.0,2700.0,Wanshouxigong
2014-03-27 12:00:00,330.0,449.0,115.0,3400.0,Wanshouxigong
2014-03-27 13:00:00,352.0,488.0,112.0,4200.0,Wanshouxigong
2014-03-27 14:00:00,202.0,5.0,71.0,1900.0,Wanshouxigong
2014-03-27 15:00:00,102.0,5.0,65.0,1400.0,Wanshouxigong
2014-03-27 16:00:00,95.0,52.0,76.0,1400.0,Wanshouxigong
2014-03-27 17:00:00,81.0,9.0,72.0,1300.0,Wanshouxigong
2014-03-27 18:00:00,39.0,46.0,71.0,1400.0,Wanshouxigong
2014-03-27 19:00:00,39.0,46.0,71.0,1400.0,Wanshouxigong
2014-03-27 20:00:00,89.0,131.0,97.0,2100.0,Wanshouxigong
2014-03-27 21:00:00,92.0,167.0,97.0,2300.0,Wanshouxigong
2014-03-27 22:00:00,108.0,198.0,98.0,2500.0,Wanshouxigong
2014-03-27 23:00:00,111.0,175.0,95.0,2300.0,Wanshouxigong
2014-03-28 00:00:00,111.0,175.0,95.0,2300.0,Wanshouxigong
2014-03-28 01:00:00,129.0,281.0,85.0,2100.0,Wanshouxigong
2014-03-28 02:00:00,129.0,281.0,85.0,2100.0,Wanshouxigong
2014-03-28 03:00:00,148.0,221.0,94.0,2200.0,Wanshouxigong
2014-03-28 04:00:00,148.0,220.0,94.0,2200.0,Wanshouxigong
2014-03-28 05:00:00,148.0,237.0,77.0,2100.0,Wanshouxigong
2014-03-28 06:00:00,166.0,419.0,84.0,2200.0,Wanshouxigong
2014-03-28 07:00:00,168.0,329.0,83.0,2100.0,Wanshouxigong
2014-03-28 08:00:00,153.0,264.0,68.0,1800.0,Wanshouxigong
2014-03-28 09:00:00,140.0,202.0,68.0,1700.0,Wanshouxigong
2014-03-28 10:00:00,153.0,178.0,58.0,1800.0,Wanshouxigong
2014-03-28 11:00:00,153.0,86.0,36.0,1400.0,Wanshouxigong
2014-03-28 12:00:00,54.0,100.0,34.0,1200.0,Wanshouxigong
2014-03-28 13:00:00,86.0,48.0,20.0,900.0,Wanshouxigong
2014-03-28 14:00:00,57.0,44.0,7.0,500.0,Wanshouxigong
2014-03-28 15:00:00,46.0,72.0,9.0,500.0,Wanshouxigong
2014-03-28 16:00:00,50.0,123.0,21.0,600.0,Wanshouxigong
2014-03-28 17:00:00,64.0,134.0,28.0,900.0,Wanshouxigong
2014-03-28 18:00:00,104.0,157.0,44.0,1400.0,Wanshouxigong
2014-03-28 19:00:00,104.0,157.0,44.0,1400.0,Wanshouxigong
2014-03-28 20:00:00,142.0,159.0,77.0,2300.0,Wanshouxigong
2014-03-28 21:00:00,163.0,186.0,101.0,2700.0,Wanshouxigong
2014-03-28 22:00:00,178.0,189.0,112.0,3000.0,Wanshouxigong
2014-03-28 23:00:00,164.0,203.0,115.0,3200.0,Wanshouxigong
2014-03-29 00:00:00,174.0,191.0,110.0,2900.0,Wanshouxigong
2014-03-29 01:00:00,168.0,183.0,104.0,2900.0,Wanshouxigong
2014-03-29 02:00:00,91.0,5.0,45.0,1100.0,Wanshouxigong
2014-03-29 03:00:00,17.0,11.0,17.0,400.0,Wanshouxigong
2014-03-29 04:00:00,17.0,34.0,21.0,400.0,Wanshouxigong
2014-03-29 05:00:00,15.0,39.0,22.0,300.0,Wanshouxigong
2014-03-29 06:00:00,13.0,50.0,25.0,300.0,Wanshouxigong
2014-03-29 07:00:00,16.0,66.0,30.0,400.0,Wanshouxigong
2014-03-29 08:00:00,22.0,67.0,32.0,400.0,Wanshouxigong
2014-03-29 09:00:00,22.0,58.0,13.0,400.0,Wanshouxigong
2014-03-29 10:00:00,20.0,56.0,7.0,300.0,Wanshouxigong
2014-03-29 11:00:00,18.0,46.0,5.0,300.0,Wanshouxigong
2014-03-29 12:00:00,19.0,44.0,5.0,300.0,Wanshouxigong
2014-03-29 13:00:00,22.0,35.0,4.0,300.0,Wanshouxigong
2014-03-29 14:00:00,22.0,35.0,4.0,300.0,Wanshouxigong
2014-03-29 15:00:00,20.0,47.0,4.0,300.0,Wanshouxigong
2014-03-29 16:00:00,17.0,48.0,6.0,300.0,Wanshouxigong
2014-03-29 17:00:00,24.0,38.0,7.0,400.0,Wanshouxigong
2014-03-29 18:00:00,24.0,30.0,9.0,400.0,Wanshouxigong
2014-03-29 19:00:00,25.0,95.0,35.0,500.0,Wanshouxigong
2014-03-29 20:00:00,35.0,106.0,65.0,600.0,Wanshouxigong
2014-03-29 21:00:00,47.0,122.0,64.0,600.0,Wanshouxigong
2014-03-29 22:00:00,49.0,131.0,61.0,600.0,Wanshouxigong
2014-03-29 23:00:00,58.0,165.0,76.0,800.0,Wanshouxigong
2014-03-30 00:00:00,57.0,139.0,82.0,800.0,Wanshouxigong
2014-03-30 01:00:00,57.0,151.0,100.0,800.0,Wanshouxigong
2014-03-30 02:00:00,57.0,147.0,93.0,900.0,Wanshouxigong
2014-03-30 03:00:00,58.0,159.0,98.0,900.0,Wanshouxigong
2014-03-30 04:00:00,55.0,154.0,78.0,1000.0,Wanshouxigong
2014-03-30 05:00:00,55.0,159.0,66.0,1100.0,Wanshouxigong
2014-03-30 06:00:00,57.0,144.0,84.0,1300.0,Wanshouxigong
2014-03-30 07:00:00,41.0,61.0,75.0,1000.0,Wanshouxigong
2014-03-30 08:00:00,26.0,22.0,69.0,800.0,Wanshouxigong
